LSOA11CD,total_length_meters_2011,length_meters_2020
E01018581,682.7,511.8
E01018582,359.7,2318.6
E01018583,305.9,1219.3
E01018584,1023.8,1642.5
E01018585,260.3,256.6
E01018586,3929.1,6852.1
E01018588,42.2,189.8
E01018589,14.3,311.4
E01018591,2080.0,6522.0
E01018592,154.9,2156.8
E01018595,549.3,1101.7
E01018596,275.9,977.9
E01018597,4535.9,5059.6
E01018598,3622.6,3396.6
E01018600,1.9,504.1
E01018601,292.3,473.0
E01018602,461.0,1277.5
E01018612,47.4,442.4
E01018613,552.3,552.3
E01018614,558.9,651.8
E01018615,160.5,95.2
E01018616,0.1,76.3
E01018618,583.7,580.1
E01018620,428.1,1726.8
E01018624,170.4,234.1
E01018627,143.3,130.3
E01018628,1011.4,1183.7
E01018629,373.2,669.3
E01018631,742.7,365.7
E01018632,725.3,710.9
E01018641,939.1,1033.2
E01018644,833.6,1002.1
E01018648,3156.5,9246.9
E01018649,2105.3,2145.2
E01018650,467.8,466.5
E01018651,5849.5,8235.8
E01018653,1127.4,788.2
E01018654,6058.8,7964.7
E01018655,292.9,0
E01018661,3570.5,3945.6
E01018664,496.0,1451.7
E01018668,9011.2,10381.7
E01018669,9612.4,7740.3
E01018670,14712.4,12876.8
E01018675,940.3,7597.2
E01018676,274.6,274.6
E01018677,1608.2,3954.5
E01018678,985.3,399.8
E01018680,1093.0,5987.5
E01018681,40.6,516.7
E01018682,2288.3,4184.6
E01018683,308.3,2693.6
E01018684,3511.6,4579.5
E01018685,12.9,9.4
E01018686,669.5,367.8
E01018687,438.2,721.6
E01018689,33.6,0
E01018690,2001.6,2602.2
E01018691,601.0,1397.9
E01018692,929.7,1371.4
E01018693,180.8,186.5
E01018694,1779.9,2715.8
E01018699,67.5,1317.1
E01018700,1703.7,4103.4
E01018702,2084.7,3491.4
E01018703,155.8,1952.2
E01018704,47.0,2164.1
E01018705,16.6,36.2
E01018708,10605.3,16127.1
E01018710,227.9,841.3
E01018714,388.7,4152.0
E01018717,0.4,205.0
E01018718,108.5,3276.7
E01018721,3103.3,4848.3
E01018722,582.5,3835.0
E01018727,623.4,302.0
E01018730,41.5,41.7
E01018731,116.2,150.2
E01018732,267.2,227.5
E01018735,615.3,1224.7
E01018736,138.2,140.3
E01018738,461.4,488.3
E01018742,207.4,575.9
E01018743,576.5,1432.4
E01018744,6.1,13.1
E01018745,207.1,205.9
E01018746,145.0,511.4
E01018747,1491.0,2774.0
E01018749,956.6,3778.7
E01018751,1114.9,1082.3
E01018752,15.0,270.9
E01018753,2361.2,2311.4
E01018766,434.3,432.1
E01018769,1747.3,703.9
E01018772,1195.7,1142.0
E01018780,527.5,711.6
E01018781,15028.6,940.6
E01018786,226.7,287.4
E01018792,391.9,761.9
E01018793,210.6,582.3
E01018807,1572.4,1581.3
E01018809,296.0,783.4
E01018810,98.1,287.1
E01018813,193.9,208.1
E01018816,2392.3,3151.0
E01018817,16182.2,17368.2
E01018818,205.0,2375.1
E01018820,18416.3,15680.4
E01018825,16403.7,15316.4
E01018826,815.6,498.0
E01018827,2506.3,2517.3
E01018829,18669.3,17942.3
E01018830,4167.5,4209.3
E01018834,143.8,457.5
E01018845,519.1,554.7
E01018852,4381.8,5280.7
E01018861,1120.5,1494.9
E01018862,209.0,822.2
E01018863,1149.7,8607.9
E01018864,23.2,1671.6
E01018869,1537.3,1304.4
E01018872,3393.0,4947.7
E01018873,12.1,133.3
E01018876,1783.3,5703.3
E01018877,370.0,1698.3
E01018878,45.1,32.6
E01018879,4811.1,3816.6
E01018880,7220.9,11121.3
E01018881,10194.0,11284.3
E01018890,2354.8,3036.6
E01018892,6254.4,6290.0
E01018893,365.9,365.9
E01018894,12551.6,11875.8
E01018895,2662.6,2590.8
E01018897,3195.6,5584.1
E01018900,4605.1,5519.5
E01018901,14.8,14.8
E01018904,15510.0,16603.2
E01018908,12381.7,9833.5
E01018912,63.7,1072.0
E01018914,3730.6,3468.8
E01018915,1182.4,538.0
E01018916,6701.3,3137.8
E01018917,6007.0,3084.3
E01018918,1957.6,2040.3
E01018919,5265.5,4856.4
E01018920,1243.1,1572.0
E01018921,6115.7,6426.3
E01018922,11413.9,18440.8
E01018923,25.2,407.7
E01018924,7789.5,11014.8
E01018926,11915.8,19276.4
E01018927,1084.9,1505.5
E01018929,986.4,984.3
E01018934,222.6,447.0
E01018936,13.1,0
E01018938,1617.0,2061.7
E01018944,1443.4,7439.4
E01018945,2553.3,2557.4
E01018956,2815.3,3627.0
E01018957,402.2,1286.9
E01018958,81.8,225.3
E01018960,1186.6,1363.5
E01018968,40.0,58.7
E01018969,42.3,40.6
E01018972,646.0,667.0
E01018973,853.8,1186.6
E01018974,33.1,381.2
E01018975,5.9,1710.4
E01018979,18.2,318.1
E01018981,278.2,303.8
E01018982,1085.5,1353.6
E01018983,1178.1,1284.3
E01018986,473.3,452.6
E01018988,2133.7,1984.4
E01018990,2232.1,2239.2
E01018991,568.2,3502.7
E01018992,615.7,6453.2
E01018996,1335.5,1301.3
E01018999,346.5,350.6
E01019000,8.9,7.8
E01019001,74.9,250.8
E01019002,1999.1,1961.2
E01019003,79.7,83.1
E01019005,2659.1,5161.6
E01019006,391.2,3051.4
E01019011,227.4,200.0
E01019013,65.3,799.8
E01019017,679.3,2438.9
E01019018,767.4,649.4
E01019019,552.6,444.6
E01019020,84.4,76.2
E01019023,213.0,189.4
E01019029,310.4,598.3
E01019033,40.9,17.1
E01019034,1994.5,2106.0
E01019040,3634.1,3683.8
E01019047,392.8,278.8
E01019049,303.1,298.9
E01019051,364.0,695.2
E01019052,1357.3,1944.2
E01019054,3343.8,3399.8
E01019057,30.2,771.4
E01019059,1995.9,2138.9
E01019060,12.8,12.8
E01019063,2086.4,2363.4
E01019064,909.8,116.6
E01019067,6346.6,12964.4
E01019075,7456.4,10690.7
E01019078,512.7,512.3
E01019080,752.7,1538.4
E01019083,21685.9,55750.7
E01019085,2053.9,4822.2
E01019086,1205.0,2473.6
E01019087,114.4,444.8
E01019088,853.5,1092.0
E01019090,6756.0,58859.5
E01019092,35526.6,60050.0
E01019098,2307.1,2311.0
E01019099,284.0,1971.5
E01019100,1147.7,1147.7
E01019101,2586.3,7492.0
E01019102,61.7,5729.2
E01019103,702.2,768.1
E01019104,56.1,76.9
E01019105,282.4,178.0
E01019106,20784.7,32156.1
E01019108,893.1,969.8
E01019109,7.8,701.9
E01019113,809.1,0
E01019116,1093.4,1194.9
E01019117,315.2,300.6
E01019118,475.4,296.4
E01019122,4917.9,6261.6
E01019123,1967.2,4738.4
E01019124,1615.2,3033.7
E01019125,1370.1,3014.9
E01019127,129.4,2367.1
E01019131,2564.4,14308.1
E01019133,708.5,12272.1
E01019182,144.8,798.3
E01019194,261.5,262.8
E01019195,391.0,544.1
E01019196,362.4,349.3
E01019197,451.6,413.9
E01019200,484.0,438.6
E01019203,1192.0,16278.1
E01019204,2505.4,4464.8
E01019206,198.7,641.7
E01019225,1624.0,9734.7
E01019226,710.8,555.9
E01019228,1295.6,1291.8
E01019229,236.6,11839.3
E01019235,562.7,548.6
E01019236,33.3,0
E01019237,311.3,340.6
E01019239,44.1,44.1
E01019240,1185.2,7233.4
E01019241,1011.3,562.1
E01019242,22.1,26.9
E01019243,179.9,425.6
E01019256,1703.6,1871.3
E01019257,1258.8,1257.0
E01019258,3447.8,10337.2
E01019259,22105.5,26310.0
E01019260,1434.0,816.1
E01019262,77.9,0
E01019266,1532.3,1616.8
E01019268,10.3,2441.6
E01019269,3969.7,4400.2
E01019270,2332.4,479.2
E01019271,293.4,286.6
E01019273,167.5,2990.4
E01019274,1036.9,1217.4
E01019276,6176.4,39448.0
E01019277,720.8,745.6
E01019278,1852.8,2879.1
E01019279,22171.6,47234.9
E01019280,442.3,446.8
E01019281,387.8,336.3
E01019282,198.9,235.5
E01019292,634.3,341.6
E01019293,23174.1,46448.7
E01019294,340.2,1021.8
E01019295,353.8,279.0
E01019296,379.0,922.8
E01019300,350.8,1140.6
E01019301,30.1,53.6
E01019304,16068.3,51991.5
E01019308,11745.3,57632.2
E01019309,7090.6,48685.8
E01019310,8753.8,17319.8
E01019313,6678.4,13916.8
E01019316,570.8,952.0
E01019317,4563.6,14175.4
E01019319,6841.7,8139.6
E01019320,3505.1,3635.2
E01019323,3885.0,28336.9
E01019325,13659.8,37289.1
E01019326,876.6,422.5
E01019329,311.6,172.7
E01019335,176.5,1061.5
E01019337,26263.0,30743.2
E01019339,34140.6,41441.7
E01019341,819.1,1148.1
E01019343,310.1,685.2
E01019344,7495.9,31338.1
E01019345,3272.4,16433.0
E01019346,2503.8,5216.0
E01019347,420.4,2469.1
E01019348,4258.6,4254.1
E01019350,21033.2,51780.1
E01019352,11319.2,22425.1
E01019356,21231.7,47131.4
E01019360,338.7,852.0
E01019361,435.3,100.8
E01019362,637.4,440.8
E01019363,0.3,858.5
E01019365,547.6,1116.7
E01019366,431.9,1396.7
E01019367,534.0,3564.7
E01019372,23.1,120.7
E01019373,12320.2,13714.3
E01019374,298.8,310.0
E01019375,10372.5,14879.8
E01019376,29689.3,33548.1
E01019377,3222.0,1925.2
E01019381,918.8,13629.7
E01019383,355.2,12284.9
E01019384,28705.1,45681.4
E01019385,240.0,183.1
E01019386,10023.0,22252.3
E01019387,35187.7,44377.3
E01019394,33868.4,45525.8
E01019395,13605.5,12057.1
E01019399,188.3,200.1
E01019405,2024.0,1883.3
E01019408,130.9,58.5
E01019414,898.3,1516.9
E01019415,159.5,173.4
E01019418,453.9,237.3
E01019419,2892.8,1195.6
E01019437,364.8,409.4
E01019442,229.2,540.8
E01019448,531.1,2054.9
E01019453,20.7,241.9
E01019464,54.8,150.6
E01019465,111.3,110.5
E01019468,232.8,27.9
E01019472,1090.4,4788.7
E01019477,1498.7,1611.4
E01019478,644.9,1782.3
E01019480,933.4,1997.9
E01019482,1148.0,1185.5
E01019485,616.7,1012.8
E01019488,989.3,3170.8
E01019494,349.7,356.3
E01019495,1634.9,1860.0
E01019496,1036.0,1517.6
E01019497,132.3,239.7
E01019498,210.7,873.5
E01019499,594.6,1358.6
E01019500,15.1,1884.9
E01019502,697.0,620.9
E01019503,6752.9,5582.4
E01019504,2601.4,2657.4
E01019506,1704.9,5427.9
E01019511,1024.8,5776.0
E01019512,434.0,504.1
E01019520,16059.7,12730.7
E01019521,547.9,631.7
E01019522,377.1,291.4
E01019526,275.3,10.2
E01019527,2882.1,2182.8
E01019530,81.5,125.7
E01019531,932.4,981.4
E01019532,2097.9,2158.3
E01019533,1823.1,1835.0
E01019534,58.0,591.0
E01019535,645.2,766.8
E01019536,813.9,880.2
E01019537,1560.2,1558.1
E01019538,671.7,646.1
E01019539,7.3,568.4
E01019540,236.0,440.1
E01019542,466.6,1344.8
E01019548,2230.1,2541.5
E01019549,281.7,684.9
E01019550,246.0,245.9
E01019551,1904.3,1885.4
E01019554,192.1,209.1
E01019555,162.1,194.7
E01019556,619.6,1106.6
E01019557,1904.6,1944.9
E01019558,3464.9,4726.0
E01019560,677.9,1009.5
E01019562,1810.9,1900.5
E01019563,884.1,883.4
E01019564,701.8,2595.0
E01019565,3409.5,3788.9
E01019566,3441.2,7515.7
E01019567,1076.7,1145.8
E01019569,1120.6,2914.1
E01019570,56.1,311.1
E01019573,1399.6,1601.6
E01019574,333.6,377.9
E01019576,376.3,378.2
E01019579,1533.8,3500.8
E01019580,5.2,295.5
E01019581,259.6,318.4
E01019583,546.3,541.2
E01019585,753.4,789.6
E01019586,623.4,710.2
E01019587,2258.8,2247.6
E01019589,1098.8,1101.6
E01019590,406.3,341.6
E01019591,69.7,4.7
E01019592,1047.3,1167.1
E01019593,369.2,232.6
E01019595,842.9,845.9
E01019596,248.1,248.1
E01019598,769.8,891.1
E01019599,7177.6,7709.1
E01019600,2637.4,2884.4
E01019602,1804.8,3686.0
E01019603,2540.6,3377.9
E01019604,1641.8,8148.1
E01019605,19684.7,17791.1
E01019606,6801.2,6825.7
E01019607,769.7,7417.9
E01019610,474.1,632.9
E01019611,26068.2,26049.3
E01019612,721.6,2701.1
E01019613,19765.2,23660.6
E01019614,1030.0,2517.5
E01019615,1989.4,5774.0
E01019616,8495.9,3676.8
E01019617,7130.2,6163.8
E01019618,9767.6,10789.1
E01019619,3097.4,4128.5
E01019620,1.4,1720.0
E01019623,0.0,386.3
E01019630,3999.9,6674.3
E01019631,4427.8,729.1
E01019632,4859.6,6569.1
E01019634,3130.1,3712.7
E01019635,983.8,1221.1
E01019636,327.0,872.1
E01019640,1232.1,1401.3
E01019641,452.0,1042.6
E01019642,1078.2,1086.9
E01019643,274.0,1184.1
E01019647,2852.3,2769.5
E01019648,1389.4,1402.7
E01019650,1155.7,1236.8
E01019651,405.6,426.5
E01019653,508.0,2205.6
E01019654,2278.8,2936.7
E01019656,4629.8,6705.9
E01019658,1124.6,2838.9
E01019659,945.0,965.5
E01019661,1032.5,1592.8
E01019662,101.5,261.2
E01019665,84.2,87.9
E01019671,2352.8,8145.1
E01019672,165.7,279.4
E01019673,1587.8,1596.0
E01019674,13.6,13.6
E01019676,403.9,1260.9
E01019677,1151.3,1228.8
E01019678,372.4,234.0
E01019679,958.1,1048.8
E01019680,356.9,1414.6
E01019681,3715.5,3091.0
E01019682,138.0,644.5
E01019684,824.8,825.8
E01019685,235.7,232.3
E01019692,1227.8,1230.3
E01019693,352.2,366.9
E01019694,160.8,141.1
E01019695,743.0,728.7
E01019696,283.3,314.6
E01019698,2365.8,2489.6
E01019700,9.8,367.7
E01019702,138.0,126.7
E01019704,3923.1,4638.2
E01019708,831.5,1328.7
E01019709,124.8,195.0
E01019711,598.9,34.2
E01019712,2217.2,3156.5
E01019713,5443.2,2685.1
E01019714,8978.1,8804.6
E01019718,4038.8,2921.3
E01019722,394.1,391.4
E01019724,391.1,60.1
E01019725,552.3,1247.1
E01019728,75.6,75.4
E01019729,885.5,886.9
E01019730,25.2,25.2
E01019731,734.8,735.2
E01019732,2.3,418.5
E01019734,13186.5,17741.5
E01019735,2158.0,1786.8
E01019736,43952.6,48217.9
E01019737,5818.6,7283.4
E01019742,3410.2,6079.0
E01019743,832.5,704.9
E01019744,722.6,4812.2
E01019747,2187.5,1850.0
E01019752,43.4,255.8
E01019753,470.1,791.6
E01019754,13365.0,19729.6
E01019755,8926.2,10136.6
E01019763,8080.7,4691.9
E01019764,1370.7,822.6
E01019765,6.7,1111.3
E01019766,1693.4,4419.2
E01019767,178.5,1345.9
E01019769,2943.3,4666.1
E01019770,14103.6,20751.1
E01019771,8159.6,7266.3
E01019772,2414.4,2236.4
E01019773,633.7,931.0
E01019774,1047.6,981.1
E01019775,3.2,82.4
E01019778,191.1,265.1
E01019782,359.2,166.2
E01019785,547.5,554.8
E01019790,2250.7,1198.0
E01019791,274.3,279.2
E01019796,442.8,410.3
E01019797,206.7,206.7
E01019798,3577.5,4386.2
E01019799,3520.5,2451.2
E01019800,1357.9,1087.2
E01019805,1613.2,2578.2
E01019806,1031.2,1115.1
E01019808,2919.9,1756.9
E01019809,698.9,363.8
E01019810,571.6,0
E01019812,2010.4,1475.0
E01019814,1595.4,1646.6
E01019815,2566.1,2686.9
E01019816,8010.5,8753.6
E01019817,208.9,207.3
E01019819,2273.6,3091.3
E01019820,379.9,0
E01019822,935.8,867.0
E01019823,7.3,68.6
E01019824,300.8,834.7
E01019825,443.2,642.1
E01019827,650.5,3128.6
E01019832,2047.7,9226.8
E01019834,8215.9,7722.8
E01019837,1155.1,1160.5
E01019839,4663.2,12586.3
E01019840,1203.4,1896.3
E01019841,770.2,4957.2
E01019843,899.8,14102.9
E01019845,306.5,357.7
E01019847,673.0,2108.5
E01019848,2252.8,2969.1
E01019852,385.1,1166.3
E01019853,1386.2,2093.2
E01019855,1824.2,2307.3
E01019862,732.3,7.7
E01019865,12.5,341.2
E01019866,271.3,2837.7
E01019867,1028.4,2809.6
E01019868,7995.6,12267.4
E01019869,717.2,1161.0
E01019872,278.7,1576.2
E01019873,2.9,220.3
E01019875,276.2,266.1
E01019876,130.6,148.3
E01019877,373.0,407.5
E01019879,433.1,418.2
E01019881,147.2,402.9
E01019882,30.0,528.8
E01019886,1440.3,8105.5
E01019890,2981.9,2569.1
E01019891,6183.9,8336.0
E01019892,222.4,4876.4
E01019893,926.3,11707.2
E01019894,328.3,275.0
E01019895,2140.4,3269.9
E01019896,231.0,637.4
E01019898,2828.0,4102.3
E01019901,1871.0,8339.4
E01019903,3498.5,3759.0
E01019908,29.5,82.9
E01019910,1480.5,1165.2
E01019911,581.4,1893.9
E01019914,2384.8,2787.3
E01019915,215.3,248.1
E01019916,560.7,1440.6
E01019918,1913.5,1898.4
E01019921,570.2,666.1
E01019922,380.0,451.7
E01019929,175.8,194.2
E01019935,1919.1,3106.7
E01019937,909.9,811.9
E01019938,927.2,6323.9
E01019939,19.1,0
E01019940,878.8,3741.9
E01019943,2046.6,282.7
E01019945,19522.7,15294.2
E01019946,176.8,176.0
E01019947,155.9,354.8
E01019948,143.4,140.6
E01019949,297.1,301.5
E01019950,497.0,504.7
E01019951,1466.9,17633.8
E01019952,772.6,955.3
E01019953,5.8,8.2
E01019954,67.9,1248.8
E01019955,1241.1,1396.5
E01019956,189.5,307.2
E01019957,1004.3,3122.1
E01019959,1909.2,2188.1
E01019960,1765.9,1868.7
E01019961,611.8,10478.8
E01019962,1062.6,817.5
E01019963,337.6,342.8
E01019964,14626.1,14444.2
E01019965,354.8,481.4
E01019967,41.1,7248.4
E01019968,1760.9,1745.8
E01019969,1519.1,2219.7
E01019970,6869.1,7253.0
E01019971,2839.6,2982.4
E01019972,226.5,52.0
E01019973,1494.3,2317.1
E01019974,285.2,0
E01019976,66.2,69.8
E01019981,171.9,0
E01019982,761.5,492.1
E01019983,1698.6,1735.6
E01019985,2405.5,2415.1
E01019990,402.4,10.3
E01019991,2102.8,1988.6
E01019992,924.7,1852.2
E01019993,693.0,730.2
E01019994,56.3,58.2
E01019995,225.5,292.0
E01019996,302.6,232.6
E01019998,734.9,495.8
E01019999,56.7,414.5
E01020000,487.2,715.9
E01020001,4766.3,3767.1
E01020002,2600.2,2782.5
E01020003,754.4,1670.8
E01020004,689.9,2351.3
E01020005,1644.8,3071.7
E01020006,936.0,1324.3
E01020007,629.8,623.7
E01020008,251.0,255.4
E01020010,2850.6,2788.1
E01020011,2149.0,3604.6
E01020012,1744.8,2069.6
E01020013,439.8,1296.3
E01020014,215.8,646.7
E01020015,1449.6,2061.0
E01020016,2717.9,3394.5
E01020017,1077.6,1222.8
E01020018,653.5,1111.1
E01020019,22.3,0
E01020020,56.7,8.3
E01020021,947.4,1143.2
E01020022,307.6,0
E01020023,2169.7,2162.7
E01020024,73.1,73.2
E01020025,322.8,307.6
E01020026,2102.6,2569.5
E01020027,351.7,341.6
E01020029,2.9,5.6
E01020030,1326.4,1483.0
E01020031,8.8,312.0
E01020032,278.2,253.6
E01020033,2754.3,3837.5
E01020035,4568.9,5910.9
E01020036,938.9,889.1
E01020037,655.7,1600.7
E01020038,4029.8,6431.5
E01020039,1156.9,1307.0
E01020040,1212.1,1247.7
E01020041,41.5,922.2
E01020042,217.8,416.5
E01020044,2540.3,3806.4
E01020045,5537.3,5527.6
E01020046,3375.7,5149.6
E01020047,21.9,5409.3
E01020051,3611.2,3617.4
E01020052,477.2,637.3
E01020053,875.5,1117.1
E01020054,644.1,1422.4
E01020055,30.0,24.9
E01020056,921.7,6941.0
E01020059,8324.4,9086.8
E01020060,249.3,382.7
E01020064,750.4,882.8
E01020065,1083.3,1013.1
E01020067,5.3,292.2
E01020071,6.8,0
E01020072,2003.2,9841.5
E01020076,27.0,2760.7
E01020079,245.9,246.7
E01020081,418.3,404.3
E01020083,884.1,2601.7
E01020084,860.5,1139.6
E01020085,346.1,1271.3
E01020086,3361.7,4484.2
E01020087,1467.6,19340.4
E01020088,2286.6,27451.8
E01020090,2309.3,160.6
E01020091,872.9,4130.1
E01020092,281.0,202.7
E01020093,1648.8,1794.1
E01020094,766.2,728.9
E01020096,354.7,596.2
E01020102,1807.9,1882.5
E01020103,9.2,31.0
E01020104,647.1,673.3
E01020105,1314.7,1313.9
E01020106,2148.2,2147.9
E01020108,2768.6,4289.9
E01020110,5466.0,5471.7
E01020116,233.6,241.1
E01020117,3351.3,4436.7
E01020118,253.6,1393.6
E01020119,5571.3,6302.4
E01020120,2293.0,3495.5
E01020121,466.6,439.2
E01020122,1930.2,3910.8
E01020123,918.9,925.4
E01020124,3581.0,4923.2
E01020125,339.7,313.7
E01020126,3299.7,37078.5
E01020127,1408.0,6639.3
E01020128,3372.6,3959.0
E01020129,1842.3,2005.9
E01020131,14.6,18910.7
E01020132,2728.7,3738.9
E01020134,44.2,64.5
E01020136,515.9,2600.7
E01020137,36.1,487.9
E01020138,8920.0,7757.0
E01020142,1542.4,0
E01020143,1650.1,902.8
E01020144,1008.0,0
E01020145,5297.2,7303.1
E01020146,1274.7,986.2
E01020147,89.1,84.2
E01020148,3145.9,2368.6
E01020149,1609.8,6620.2
E01020150,6043.8,4168.7
E01020153,870.1,646.9
E01020156,1769.3,156.7
E01020157,5921.4,8661.0
E01020160,159.6,2116.6
E01020170,632.3,893.5
E01020172,236.5,2723.2
E01020173,143.1,43.4
E01020174,1147.9,0
E01020178,788.8,274.9
E01020180,1343.2,1760.5
E01020183,109.6,324.1
E01020184,1182.1,262.5
E01020187,652.9,1155.3
E01020195,2677.5,2715.7
E01020202,268.6,3128.7
E01020204,97.4,1545.2
E01020205,4799.8,17410.6
E01020209,29.9,577.3
E01020211,89.3,116.5
E01020214,353.0,580.9
E01020216,294.2,355.8
E01020217,1793.3,2746.1
E01020218,9.9,138.3
E01020219,145.6,1538.8
E01020221,2448.3,644.1
E01020223,548.4,3320.1
E01020225,132.5,122.4
E01020226,504.6,504.2
E01020227,118.2,117.7
E01020229,827.6,3301.1
E01020231,1434.7,1482.9
E01020237,100.4,2454.7
E01020239,1403.9,12.0
E01020240,2334.1,3447.4
E01020241,4695.2,16200.7
E01020242,2094.3,3391.7
E01020244,741.9,708.2
E01020245,2119.8,575.4
E01020246,292.2,751.9
E01020247,396.4,464.4
E01020248,1263.5,1464.1
E01020251,6344.6,40.7
E01020252,19.8,1664.9
E01020255,115.2,119.3
E01020256,1822.3,8189.2
E01020258,208.6,15949.8
E01020259,13963.5,28193.0
E01020262,2513.0,3061.5
E01020263,779.4,0
E01020277,2733.1,2961.8
E01020278,74.9,525.8
E01020279,84.4,1525.1
E01020280,150.4,7.4
E01020282,150.7,434.2
E01020287,10647.4,12542.8
E01020291,60.1,4389.3
E01020292,105.1,3113.6
E01020293,12.6,3733.1
E01020294,784.6,864.3
E01020296,6004.8,7732.3
E01020301,3745.1,3735.4
E01020302,958.8,967.0
E01020307,1194.7,1201.2
E01020311,756.0,11130.0
E01020314,6651.4,21728.6
E01020315,5281.3,10563.4
E01020316,5049.8,1958.3
E01020317,11429.1,30458.3
E01020318,78.9,2396.7
E01020320,312.4,335.5
E01020321,2978.0,11136.8
E01020322,194.8,2567.3
E01020323,7898.6,30402.0
E01020324,8397.5,20509.1
E01020326,1418.6,2243.4
E01020328,344.5,56.1
E01020329,10134.5,17408.9
E01020330,67.8,63.4
E01020332,1142.4,1140.0
E01020333,701.9,1831.7
E01020334,929.4,3433.0
E01020337,92.9,342.5
E01020338,30.3,1167.9
E01020341,2173.9,9417.7
E01020343,575.9,1332.6
E01020345,1790.1,1393.6
E01020347,560.3,736.0
E01020348,341.0,398.3
E01020351,442.7,442.7
E01020352,426.2,295.6
E01020353,312.2,1355.2
E01020354,343.1,621.8
E01020359,514.7,855.3
E01020360,894.6,1392.5
E01020361,334.3,1063.0
E01020362,181.4,168.2
E01020364,842.0,2734.6
E01020365,2895.7,9121.8
E01020366,175.4,643.4
E01020367,182.0,806.4
E01020370,486.0,2445.2
E01020371,251.2,310.9
E01020372,2444.6,2706.9
E01020377,699.5,1103.2
E01020378,1163.4,2442.5
E01020382,173.2,386.0
E01020383,618.5,434.9
E01020384,1034.4,1005.3
E01020385,645.3,4505.8
E01020386,206.0,916.4
E01020388,715.1,1701.3
E01020389,14405.6,20873.4
E01020393,277.5,621.5
E01020395,1444.0,1454.1
E01020396,8562.6,20576.2
E01020397,16402.5,19167.7
E01020398,9927.4,31841.2
E01020399,1011.6,1199.7
E01020401,1699.9,1600.4
E01020402,8.6,0
E01020403,14164.6,20886.3
E01020406,1807.6,2738.0
E01020407,64.0,43.0
E01020409,496.2,451.8
E01020410,19794.2,17774.0
E01020412,4080.0,8915.5
E01020421,2109.2,2801.8
E01020422,69.6,284.7
E01020424,149.4,3148.9
E01020428,393.2,449.1
E01020430,6292.2,3142.7
E01020431,2792.6,18102.7
E01020432,17752.9,18171.8
E01020433,3012.6,4247.0
E01020434,400.7,39.0
E01020436,246.4,869.5
E01020437,158.9,581.1
E01020438,1405.2,1184.8
E01020441,8130.6,36149.7
E01020442,16252.9,51616.9
E01020443,34.3,52.9
E01020444,15499.7,23426.8
E01020445,1821.0,11853.1
E01020447,10.7,18.1
E01020448,1266.8,2979.7
E01020450,589.4,1902.1
E01020452,2376.8,9666.2
E01020453,10240.1,17962.1
E01020456,247.1,0
E01020458,2945.0,5328.7
E01020459,150.7,984.3
E01020460,2257.8,6973.4
E01020462,3504.1,2325.0
E01020463,40.1,158.8
E01020464,83.0,83.1
E01020465,35300.3,28092.6
E01020466,45676.9,41673.8
E01020467,7757.1,7796.7
E01020468,5564.9,5230.6
E01020469,460.3,4165.2
E01020470,1795.7,3265.8
E01020471,813.8,1616.4
E01020472,765.0,2716.9
E01020473,84.6,1548.2
E01020474,655.2,3555.8
E01020475,466.5,613.3
E01020476,7151.0,21084.7
E01020477,2505.9,4523.9
E01020479,82.6,0
E01020480,3793.7,3947.8
E01020484,582.3,461.4
E01020489,9296.4,11422.3
E01020490,31850.0,40557.0
E01020491,924.0,1232.4
E01020498,464.0,770.6
E01020502,593.2,591.6
E01020503,83.4,564.7
E01020504,2904.3,2920.0
E01020505,20679.9,16425.5
E01020507,17256.1,14382.6
E01020508,1613.7,1296.8
E01020509,36066.6,48445.3
E01020510,3165.3,8140.6
E01020511,1054.0,4734.8
E01020512,47607.2,38721.9
E01020514,468.1,1291.1
E01020515,522.8,799.5
E01020517,23060.5,17363.7
E01020520,429.5,547.6
E01020529,20277.8,33510.8
E01020531,15697.1,21089.2
E01020534,16593.2,29579.4
E01020535,11088.3,20367.2
E01020536,5201.0,6788.1
E01020537,23987.3,16435.6
E01020538,864.5,1220.0
E01020539,17302.4,31083.2
E01020540,55332.7,46646.4
E01020541,3370.7,12842.0
E01020546,79.8,79.5
E01020549,44637.5,31084.2
E01020553,411.9,266.1
E01020554,288.8,310.0
E01020557,73.5,4025.8
E01020558,1673.6,827.8
E01020561,128.4,677.3
E01020562,311.0,219.4
E01020563,561.3,640.1
E01020564,513.0,767.4
E01020566,192.1,188.6
E01020570,2055.7,866.5
E01020573,56.1,3182.8
E01020574,974.4,3628.2
E01020579,874.9,5666.3
E01020591,1631.2,1694.0
E01020596,407.1,586.8
E01020597,345.6,1154.6
E01020603,11.5,425.7
E01020604,627.6,1985.7
E01020607,187.5,2269.5
E01020610,663.6,1312.9
E01020611,1223.3,2213.3
E01020612,950.3,3641.6
E01020616,564.9,580.2
E01020617,2304.2,2306.2
E01020619,585.3,1738.4
E01020622,3266.7,3920.4
E01020624,697.3,812.7
E01020625,4075.6,4064.1
E01020626,215.9,215.9
E01020629,743.7,427.1
E01020631,268.7,271.7
E01020632,1086.5,1138.8
E01020633,462.6,610.2
E01020634,2822.7,2831.3
E01020637,13791.7,13905.4
E01020639,655.7,669.6
E01020640,1637.9,1530.1
E01020643,1080.3,706.6
E01020644,5288.5,6299.2
E01020646,442.3,442.8
E01020650,780.0,783.7
