LSOA11CD,total_length_meters_2011,length_meters_2020
E01010542,1102.7,1347.0
E01010545,444.4,892.5
E01010547,1195.0,2215.9
E01010551,377.8,1837.0
E01010552,209.4,609.6
E01010553,9.1,7.7
E01010564,582.0,4112.2
E01010569,223.1,246.2
E01010570,799.1,2084.4
E01010571,61.1,62.4
E01010573,2856.6,5395.6
E01010574,181.5,207.1
E01010578,3972.7,9149.4
E01010579,174.3,161.9
E01010583,1158.5,2858.9
E01010584,809.2,1005.7
E01010585,952.9,2080.7
E01010587,1162.6,2419.3
E01010589,20.8,27.5
E01010590,4964.3,7687.2
E01010592,1595.8,1521.2
E01010594,358.8,2807.7
E01010595,1773.9,1815.7
E01010596,500.6,2957.0
E01010606,127.8,497.5
E01010607,521.3,865.5
E01010608,13.9,0
E01010613,350.1,502.8
E01010615,619.7,781.2
E01010616,343.0,887.9
E01010617,756.2,802.9
E01010621,117.0,10.9
E01010622,494.2,1561.8
E01010625,25.0,995.7
E01010633,1600.9,1620.9
E01010634,801.2,1314.7
E01010635,19.7,30.5
E01010636,146.3,146.3
E01010639,989.9,1375.5
E01010640,42.0,2.5
E01010641,324.4,17.1
E01010642,6199.8,11361.6
E01010645,15.8,419.3
E01010646,290.4,290.4
E01010659,65.4,71.0
E01010679,2246.2,1869.9
E01010683,1595.1,3199.7
E01010684,851.6,782.6
E01010685,2701.2,5205.8
E01010686,2012.8,2006.6
E01010687,1812.3,1932.9
E01010694,411.3,498.6
E01010695,606.7,594.5
E01010698,313.2,377.4
E01010699,370.7,461.8
E01010700,286.3,777.9
E01010703,531.5,552.3
E01010704,105.3,105.0
E01010706,788.6,976.8
E01010707,1133.2,1738.7
E01010708,822.0,1008.3
E01010709,3536.4,3619.9
E01010732,66.3,851.5
E01010733,64.8,436.2
E01010735,9.3,9.3
E01010736,273.4,273.4
E01010737,119.6,119.6
E01010742,73.3,168.2
E01010743,79.9,214.7
E01010747,267.9,526.6
E01010752,199.2,196.3
E01010764,1360.1,5352.0
E01010765,1941.3,2327.8
E01010767,98.1,141.9
E01010768,1080.7,1134.3
E01010769,179.2,188.2
E01010770,191.1,341.0
E01010771,953.0,947.9
E01010772,242.1,101.5
E01010779,836.5,847.3
E01010781,12.1,13.2
E01010782,967.5,1354.9
E01010784,1770.7,1893.6
E01010795,887.5,909.4
E01010796,271.6,1081.1
E01010797,74.9,90.7
E01010814,635.3,626.4
E01010815,62.7,174.0
E01010816,2864.5,4176.0
E01010818,335.2,365.5
E01010820,887.7,891.6
E01010821,288.6,288.6
E01010824,269.2,1426.1
E01010828,158.4,0
E01010829,2647.9,122.8
E01010830,362.9,0
E01010831,230.1,216.6
E01010832,21.0,243.3
E01010833,13.0,934.0
E01010834,14.6,1675.5
E01010837,124.2,133.7
E01010838,42.4,43.1
E01010839,24.0,796.3
E01010854,1552.1,918.5
E01010855,1083.4,2724.6
E01010857,1953.6,5567.2
E01010860,859.7,2393.5
E01010865,598.8,1883.9
E01010866,270.5,306.6
E01010867,17.0,0
E01010870,114.7,343.4
E01010877,201.7,2821.8
E01010880,33.9,33.0
E01010882,1279.2,2205.4
E01010883,13474.4,15662.3
E01010884,2613.4,3627.5
E01010885,625.3,637.7
E01010886,5717.1,4858.5
E01010887,11517.7,7916.5
E01010898,175.1,302.9
E01010900,513.2,588.0
E01010902,559.4,0
E01010905,158.5,1168.9
E01010906,67.4,99.8
E01010907,303.6,303.6
E01010911,2254.7,3050.7
E01010917,460.2,3959.5
E01010920,0.8,33.3
E01010922,2317.1,3082.6
E01010923,1183.8,2144.7
E01010925,738.4,764.8
E01010952,118.7,2108.7
E01010954,444.7,2805.1
E01010955,2306.9,2930.9
E01010973,190.5,2051.4
E01010977,85.5,1091.1
E01010978,5.1,350.2
E01010983,445.6,762.5
E01010984,810.8,1339.0
E01010985,944.6,2457.1
E01010987,43.4,293.8
E01010989,40.8,44.5
E01010997,1.4,144.8
E01010999,74.2,136.7
E01011013,391.6,2222.1
E01011021,1676.1,2261.4
E01011022,160.2,145.0
E01011024,64.0,64.5
E01011025,456.0,560.8
E01011028,208.6,210.5
E01011038,1034.0,1059.2
E01011041,195.8,195.8
E01011043,43.0,36.1
E01011045,567.1,784.3
E01011049,1489.2,1759.1
E01011051,261.6,370.8
E01011054,375.7,847.7
E01011055,79.9,79.9
E01011056,413.5,1331.5
E01011060,685.8,683.6
E01011061,456.7,560.1
E01011062,2766.1,4054.2
E01011063,710.2,1617.3
E01011064,820.5,835.9
E01011067,542.9,577.5
E01011070,1002.3,3816.3
E01011074,224.0,1040.0
E01011075,3172.1,6873.7
E01011091,1705.0,3492.4
E01011092,1464.0,1290.3
E01011101,891.3,1171.8
E01011103,1667.7,3817.8
E01011106,360.5,2020.3
E01011109,7554.4,8290.3
E01011110,869.1,1027.8
E01011111,1118.7,1069.5
E01011112,230.4,224.8
E01011118,1697.3,1687.5
E01011119,967.8,956.0
E01011120,167.0,168.2
E01011123,206.2,1376.3
E01011126,376.0,1246.2
E01011129,4.4,0
E01011130,97.3,935.7
E01011132,506.6,501.9
E01011133,231.5,272.7
E01011134,204.0,195.7
E01011137,728.8,687.5
E01011139,1826.6,1910.7
E01011141,1537.2,1720.4
E01011142,132.1,479.9
E01011143,52.3,51.5
E01011144,524.6,471.6
E01011156,260.1,311.0
E01011158,715.3,964.7
E01011160,14.7,14.7
E01011161,596.6,814.0
E01011166,588.3,779.6
E01011167,148.7,152.3
E01011171,637.5,621.0
E01011174,906.7,1970.2
E01011177,308.0,2976.5
E01011178,156.2,904.7
E01011179,38.4,204.3
E01011181,1543.3,1398.0
E01011183,124.4,4243.5
E01011187,109.4,587.1
E01011188,24.4,21.3
E01011192,1550.5,1427.8
E01011193,4030.9,3172.3
E01011196,118.4,97.7
E01011197,299.4,717.0
E01011198,698.1,1114.5
E01011199,876.9,513.4
E01011214,1136.1,1122.3
E01011215,8390.9,7502.8
E01011229,97.0,518.8
E01011245,358.1,1062.6
E01011246,416.2,651.3
E01011247,1273.2,1514.4
E01011248,966.4,1970.7
E01011249,239.2,242.9
E01011250,985.6,925.5
E01011252,7126.8,5515.1
E01011254,318.3,165.9
E01011256,2014.3,2364.1
E01011260,574.7,1866.9
E01011263,246.0,2544.8
E01011276,55.9,0
E01011281,2968.9,2587.8
E01011283,220.5,283.1
E01011284,2192.1,2726.5
E01011286,321.5,1345.1
E01011293,214.7,797.3
E01011294,54.7,339.0
E01011296,2168.3,2150.0
E01011297,4980.5,4437.8
E01011298,967.9,2989.1
E01011299,4738.4,7331.6
E01011302,846.1,2724.3
E01011306,1465.6,3349.2
E01011307,1471.8,1586.4
E01011308,1103.5,1386.9
E01011309,7600.4,6689.6
E01011310,1741.1,3785.3
E01011312,27.8,204.6
E01011316,25.3,405.6
E01011317,153.8,336.0
E01011322,4.1,1665.2
E01011324,939.1,942.5
E01011325,2151.1,2159.8
E01011327,488.0,488.7
E01011328,30.5,240.4
E01011329,1186.6,1183.2
E01011330,678.0,672.7
E01011334,4.8,1300.0
E01011337,327.1,1115.8
E01011338,61.1,1576.1
E01011341,64.6,3043.9
E01011343,685.8,1372.1
E01011345,62.8,357.7
E01011346,116.3,4256.2
E01011357,72.7,666.8
E01011363,1191.1,2526.4
E01011364,829.1,1895.7
E01011372,58.5,56.3
E01011373,30.8,259.3
E01011374,278.5,638.9
E01011381,1094.0,4083.0
E01011385,379.6,563.1
E01011392,2259.0,4060.8
E01011393,4379.2,4394.4
E01011394,797.8,2969.5
E01011395,1379.3,1413.1
E01011401,244.1,277.5
E01011402,2927.3,6937.6
E01011405,493.3,963.8
E01011410,3646.2,4345.3
E01011411,2979.5,8743.0
E01011414,416.5,546.9
E01011415,218.3,1565.3
E01011418,1735.5,1729.5
E01011419,1739.4,2137.6
E01011420,9227.6,14616.3
E01011440,12.7,135.1
E01011441,0.9,83.3
E01011442,2.2,0.6
E01011444,47.9,57.8
E01011445,66.8,65.1
E01011446,7.6,48.7
E01011447,13.5,12.4
E01011448,1.1,0
E01011450,442.8,1074.1
E01011452,300.7,438.3
E01011453,800.8,1014.4
E01011455,193.8,71.0
E01011456,51.9,703.2
E01011458,407.7,804.2
E01011459,191.3,245.0
E01011467,1522.0,1963.2
E01011468,3282.9,4660.0
E01011477,410.7,499.2
E01011478,56.2,56.2
E01011482,1033.1,1018.8
E01011484,19.2,19.2
E01011488,1305.5,1340.9
E01011499,619.3,1748.7
E01011500,145.8,0
E01011513,59.2,3212.1
E01011527,22.2,616.1
E01011534,4.6,65.2
E01011546,745.6,743.8
E01011550,167.7,2737.2
E01011551,466.2,2330.3
E01011554,2783.5,6098.8
E01011561,15981.9,17270.8
E01011562,974.0,367.9
E01011569,3090.2,3228.1
E01011570,844.9,834.9
E01011571,1692.7,1999.0
E01011572,6.1,10.6
E01011573,1928.1,1949.4
E01011574,166.2,342.1
E01011578,2.6,0
E01011581,375.4,730.7
E01011582,461.3,471.1
E01011583,55.2,57.0
E01011584,105.4,100.3
E01011589,3315.3,3580.6
E01011590,63.5,3121.0
E01011591,954.9,1307.0
E01011599,13.7,1516.0
E01011603,253.2,1400.3
E01011605,289.7,1316.6
E01011606,25.0,460.3
E01011613,1.2,267.7
E01011615,760.0,1628.2
E01011616,655.3,404.1
E01011617,851.0,1621.3
E01011618,47.7,280.6
E01011621,5888.4,7342.9
E01011622,837.3,1245.4
E01011623,517.1,733.1
E01011624,2608.4,4441.3
E01011625,3004.3,3507.3
E01011626,1413.1,1918.7
E01011628,128.5,496.5
E01011630,255.5,668.1
E01011636,1013.0,1978.7
E01011637,2324.7,3765.0
E01011638,258.5,258.5
E01011639,4668.4,5823.7
E01011649,1169.7,1950.4
E01011650,3110.7,6092.6
E01011666,473.7,3259.3
E01011667,65.6,323.4
E01011668,36.5,0
E01011671,135.7,2153.3
E01011678,77.1,550.7
E01011688,102.6,543.6
E01011689,53.9,167.1
E01011691,3.4,148.2
E01011696,2719.0,2796.7
E01011697,3279.0,4724.8
E01011698,476.0,641.1
E01011699,301.8,555.9
E01011700,1277.0,1411.6
E01011701,2109.4,2454.3
E01011702,949.7,1299.5
E01011703,213.5,205.7
E01011704,4178.9,8965.0
E01011705,973.2,1011.7
E01011706,20.9,20.9
E01011707,2445.9,2212.6
E01011708,742.7,2011.1
E01011710,772.7,677.1
E01011712,7238.0,6868.7
E01011713,2076.7,4275.9
E01011719,860.2,856.8
E01011724,244.0,787.9
E01011728,1252.6,1407.1
E01011749,560.7,2248.3
E01011752,83.8,0
E01011758,565.1,3989.8
E01011760,129.0,1431.1
E01011764,424.0,1118.1
E01011766,811.2,9940.5
E01011768,502.5,514.3
E01011769,894.9,1442.3
E01011770,1093.8,477.4
E01011771,44.2,44.2
E01011772,262.7,262.7
E01011774,73.4,2927.3
E01011775,6072.6,7508.3
E01011776,1733.7,1697.1
E01011778,541.1,0
E01011779,157.7,0
E01011784,1052.3,1052.6
E01011785,2219.4,1959.9
E01011786,1311.3,1286.0
E01011788,786.2,3975.1
E01011789,6.0,0
E01011791,48.5,32.0
E01011792,1689.1,277.7
E01011793,302.6,287.5
E01011794,1234.2,663.1
E01011796,50.2,0
E01011797,49.0,49.0
E01011800,261.4,47.3
E01011804,67.2,1239.1
E01011812,620.9,651.1
E01011815,8964.3,12266.6
E01011817,252.6,1501.3
E01011823,4.8,4.8
E01011825,1285.0,1285.9
E01011829,1013.3,1252.2
E01011833,27.8,1400.1
E01011841,3105.9,5299.6
E01011842,542.2,0
E01011873,375.6,0
E01011875,2065.6,2069.1
E01011876,2452.3,7882.0
E01011877,274.7,666.8
E01011879,709.0,708.9
E01011880,154.9,391.1
E01011882,22.8,347.7
E01011883,22.8,465.6
E01011885,95.7,200.2
E01011887,1055.9,1585.0
E01011889,406.5,406.9
E01011891,216.4,81.9
E01011892,901.4,880.5
E01011893,293.2,915.6
E01011894,427.2,874.5
E01011903,336.1,324.9
E01011905,1933.7,2719.5
E01011920,64.8,971.1
E01011922,329.0,326.8
E01011924,483.7,611.7
E01011925,15.7,41.2
E01011928,464.8,0
E01011931,226.5,183.0
E01011932,2660.9,2590.3
E01011933,884.9,887.8
E01011935,6169.7,7101.4
E01011937,3227.5,7854.6
E01011938,7333.4,3975.4
E01011939,47.4,765.2
E01011940,155.7,814.0
E01011941,6486.9,5630.1
E01011942,3375.0,7275.1
E01011944,940.0,2490.1
E01011946,616.7,661.8
E01011949,1062.1,931.9
E01011951,911.5,899.5
E01011953,80.4,151.5
E01011955,208.4,203.4
E01011957,519.3,0
E01011959,5156.4,5052.0
E01011960,37.3,41.4
E01011961,193.1,231.3
E01011963,83.3,88.0
E01011965,11.4,0.7
E01011968,3275.0,2390.8
E01011969,97.8,127.8
E01011970,761.0,759.7
E01011971,351.3,365.3
E01011973,95.8,95.4
E01011974,543.9,591.6
E01011977,380.5,383.2
E01011978,940.0,899.4
E01011979,342.9,342.5
E01011980,2276.4,2299.8
E01011981,1030.9,1147.4
E01011982,653.4,686.8
E01011983,98.6,91.0
E01011984,12.7,26.3
E01011985,558.4,455.1
E01011987,24.1,23.9
E01011988,12.0,130.3
E01011989,2045.6,2472.6
E01011990,83.9,833.4
E01011991,1176.7,1093.8
E01011992,974.0,344.0
E01011993,2521.5,3228.4
E01011994,1973.3,2895.6
E01011995,193.5,200.1
E01011996,1191.6,1175.3
E01011997,1020.8,1332.1
E01011998,5812.4,5358.3
E01011999,46.3,19.7
E01012000,1205.6,1531.1
E01012001,1101.9,1099.8
E01012002,2.5,0
E01012005,1076.1,1210.9
E01012007,701.5,1666.2
E01012008,33.1,38.7
E01012009,334.1,340.4
E01012010,415.1,394.7
E01012011,1321.8,1237.1
E01012012,788.9,786.1
E01012013,1668.1,2611.2
E01012014,187.0,195.9
E01012015,1124.7,1456.7
E01012016,73.1,1273.2
E01012017,629.2,1029.7
E01012018,1546.3,1566.5
E01012020,1211.9,1087.6
E01012021,2266.6,2373.5
E01012023,386.3,380.1
E01012026,184.4,338.8
E01012027,115.4,0
E01012030,4223.1,4919.2
E01012031,4201.2,4635.4
E01012032,4395.7,4454.4
E01012033,3505.1,3675.7
E01012034,2826.0,2893.7
E01012035,2577.1,3249.0
E01012037,29.9,28.3
E01012041,318.4,457.6
E01012042,1380.9,1388.6
E01012043,497.8,563.4
E01012044,2342.2,2418.6
E01012045,583.1,582.4
E01012046,2572.5,3706.6
E01012048,460.0,521.7
E01012049,697.1,720.9
E01012050,24.2,49.3
E01012052,1017.4,1009.5
E01012055,21.9,0
E01012058,10.5,4.7
E01012059,1003.2,1158.4
E01012060,784.4,1051.9
E01012061,1747.8,1864.2
E01012062,4.9,25.2
E01012063,497.0,472.3
E01012064,2203.0,4680.9
E01012065,2059.1,1866.0
E01012066,3038.2,2185.1
E01012067,563.2,662.9
E01012068,258.6,407.1
E01012071,1410.6,943.7
E01012073,229.8,180.2
E01012074,226.5,319.9
E01012075,1639.7,1856.2
E01012076,875.6,1314.8
E01012077,722.7,1889.9
E01012079,41.7,20.7
E01012080,667.1,731.1
E01012082,227.2,298.9
E01012083,722.7,905.0
E01012084,752.0,574.4
E01012085,970.8,998.9
E01012088,1236.5,1426.5
E01012090,594.3,355.0
E01012091,935.5,1011.6
E01012092,123.2,411.4
E01012093,43.5,28.2
E01012094,874.7,943.8
E01012095,142.6,1741.2
E01012096,508.2,473.8
E01012097,202.8,178.3
E01012098,351.7,958.8
E01012099,163.3,312.4
E01012100,678.9,667.3
E01012102,561.3,561.1
E01012105,6.0,467.0
E01012106,280.3,302.6
E01012107,5860.8,3817.7
E01012108,149.4,465.5
E01012109,1928.1,2271.0
E01012110,213.6,246.3
E01012111,317.9,321.5
E01012112,284.9,538.3
E01012114,1189.1,1618.7
E01012117,699.4,836.9
E01012119,2065.0,2756.5
E01012120,2448.3,3132.9
E01012121,200.4,200.4
E01012124,2345.7,3323.6
E01012127,71.3,731.2
E01012128,274.7,222.5
E01012129,775.5,1347.6
E01012130,671.6,1470.6
E01012131,876.9,1834.0
E01012132,1522.0,3259.8
E01012134,100.5,128.8
E01012136,277.3,262.7
E01012138,2719.8,2793.9
E01012141,1626.3,1690.3
E01012142,546.2,637.3
E01012144,466.4,658.2
E01012145,1004.3,964.8
E01012146,575.1,531.3
E01012147,0.1,0
E01012150,912.2,2200.8
E01012151,397.4,570.3
E01012152,781.6,848.3
E01012154,28.4,22.8
E01012155,522.9,1147.7
E01012157,213.0,132.4
E01012158,12.8,16.3
E01012159,12.7,12.7
E01012160,1184.4,1521.8
E01012161,400.7,406.0
E01012162,237.1,247.0
E01012163,21.3,399.6
E01012164,2116.7,2950.6
E01012165,327.4,327.4
E01012167,2831.8,2446.5
E01012168,1102.0,853.9
E01012170,2694.4,2530.5
E01012172,54.0,0
E01012174,633.8,584.0
E01012175,123.8,292.8
E01012177,1148.0,1193.2
E01012178,8.6,8.6
E01012179,902.8,1049.3
E01012180,1644.8,1681.7
E01012181,1546.4,1859.9
E01012182,3465.4,3699.7
E01012183,1942.4,2170.6
E01012184,564.7,755.9
E01012186,1451.0,3055.0
E01012187,1497.0,1630.7
E01012190,34.8,33.1
E01012193,41.5,200.5
E01012194,830.0,1194.2
E01012195,793.1,791.1
E01012197,68.9,220.7
E01012198,3630.6,3221.9
E01012200,809.1,1035.9
E01012201,134.4,443.7
E01012202,640.9,879.3
E01012203,178.0,182.7
E01012204,155.3,1126.1
E01012205,226.2,309.1
E01012206,494.6,617.2
E01012207,1183.2,1240.0
E01012208,438.2,508.5
E01012209,409.8,1436.8
E01012210,520.3,423.0
E01012211,129.6,1.3
E01012212,336.1,338.3
E01012213,16.0,19.7
E01012214,3.3,216.0
E01012216,2010.9,1819.4
E01012218,187.0,272.8
E01012219,604.8,610.1
E01012223,224.1,445.5
E01012225,624.8,1543.3
E01012227,1710.6,1704.8
E01012228,1191.5,1411.8
E01012230,507.6,485.4
E01012231,1074.9,1079.1
E01012232,384.1,386.3
E01012233,1321.2,4674.7
E01012234,984.9,1273.2
E01012235,4.1,2666.6
E01012236,784.0,815.6
E01012237,347.1,378.7
E01012239,730.0,1187.3
E01012240,1037.2,1211.9
E01012241,293.2,812.4
E01012243,182.5,755.7
E01012244,181.0,219.6
E01012245,199.6,197.7
E01012246,46.9,99.5
E01012247,44.4,47.9
E01012248,372.5,1551.4
E01012249,190.4,551.9
E01012250,1223.7,1474.3
E01012251,143.0,152.5
E01012252,15.0,269.5
E01012253,586.2,571.7
E01012254,156.8,199.7
E01012255,1086.4,1200.7
E01012258,5476.6,6614.7
E01012259,423.2,424.5
E01012261,1951.7,2672.4
E01012262,810.1,1479.6
E01012264,4368.5,6361.7
E01012266,10263.7,8991.6
E01012267,81.5,55.7
E01012269,2920.2,3846.9
E01012270,783.3,671.3
E01012271,213.3,1558.9
E01012273,19.4,61.4
E01012276,1.2,126.0
E01012278,7507.2,6909.0
E01012279,134.5,130.1
E01012280,1169.5,1642.9
E01012281,396.2,653.1
E01012282,724.5,2247.1
E01012284,616.2,1162.4
E01012285,1986.0,2379.9
E01012286,1667.2,1832.8
E01012287,4520.7,7277.6
E01012289,1792.2,1908.0
E01012291,221.3,233.1
E01012294,240.4,848.0
E01012297,858.7,839.6
E01012298,780.5,972.6
E01012299,885.8,1771.3
E01012301,238.0,1017.1
E01012302,404.3,340.1
E01012303,665.3,1020.3
E01012306,13.1,1010.7
E01012307,1728.2,1941.2
E01012309,633.8,693.8
E01012310,65.9,15.6
E01012311,627.9,685.0
E01012313,543.8,624.0
E01012314,115.0,115.0
E01012315,4.4,6.3
E01012319,297.1,625.1
E01012323,0.3,900.6
E01012325,284.5,1240.9
E01012326,542.1,513.4
E01012327,3518.2,3549.0
E01012328,415.3,459.7
E01012329,292.1,891.9
E01012331,10.7,93.4
E01012333,1088.9,1336.4
E01012334,658.6,1904.9
E01012336,1643.7,2507.5
E01012337,793.6,791.1
E01012338,915.1,2151.4
E01012339,125.5,119.9
E01012340,558.8,807.7
E01012341,74.6,171.6
E01012342,1169.7,2014.0
E01012343,1707.9,1356.0
E01012345,878.2,1060.5
E01012346,1218.6,1964.1
E01012347,543.2,685.2
E01012348,499.4,1890.1
E01012349,143.2,609.7
E01012350,348.8,469.9
E01012351,475.7,624.9
E01012352,529.8,536.0
E01012355,60.4,0
E01012356,238.0,231.8
E01012358,976.9,998.7
E01012360,70.3,102.0
E01012361,911.6,831.8
E01012366,4129.6,16688.1
E01012368,635.7,737.5
E01012369,1664.2,85.5
E01012371,167.3,164.5
E01012373,1053.6,1087.3
E01012376,245.8,5006.0
E01012378,102.0,111.0
E01012379,350.5,359.4
E01012381,212.3,862.1
E01012382,2870.4,3245.3
E01012385,3752.2,11858.1
E01012386,2484.2,5381.3
E01012387,49.9,3999.8
E01012391,1871.6,4521.5
E01012396,432.9,1247.7
E01012397,212.6,763.2
E01012398,7.0,213.8
E01012402,666.3,2082.9
E01012403,88.6,963.0
E01012404,1430.1,1219.3
E01012405,1165.8,1761.0
E01012408,1350.6,1994.1
E01012409,674.6,1338.4
E01012410,1369.6,1800.3
E01012411,446.2,573.5
E01012412,1364.2,2251.3
E01012413,986.1,954.8
E01012415,3412.9,4062.9
E01012416,217.1,202.2
E01012418,729.8,736.5
E01012424,247.6,2080.7
E01012426,7.4,698.3
E01012427,595.4,631.8
E01012428,705.3,1491.2
E01012430,784.7,1327.9
E01012431,2351.7,3350.9
E01012432,579.2,1298.5
E01012433,511.0,758.8
E01012434,2674.6,2161.4
E01012435,487.4,4406.7
E01012438,292.5,152.1
E01012439,683.7,1115.1
E01012440,858.3,1155.7
E01012441,5220.0,9670.2
E01012442,259.7,603.5
E01012443,1015.1,2654.6
E01012444,544.1,1691.9
E01012445,3123.9,3718.9
E01012446,414.9,2430.6
E01012447,11.3,967.8
E01012448,451.8,1374.0
E01012449,13.5,13.3
E01012452,2417.0,2435.0
E01012453,728.0,1884.0
E01012454,350.6,586.2
E01012455,419.0,1177.2
E01012457,309.8,308.0
E01012458,3803.6,4456.0
E01012463,997.8,1833.0
E01012468,187.8,2396.9
E01012471,1112.7,0
E01012472,446.7,446.7
E01012474,10.0,0
E01012477,1183.1,228.9
E01012485,384.5,387.2
E01012488,1678.9,2862.2
E01012489,918.9,1878.0
E01012490,225.8,288.9
E01012491,390.1,465.6
E01012492,36.9,135.1
E01012494,463.9,1429.2
E01012495,932.2,518.3
E01012496,133.1,971.8
E01012497,2140.0,4204.0
E01012498,129.1,804.4
E01012500,286.0,1541.4
E01012501,1481.0,1675.4
E01012502,801.1,4726.1
E01012503,2274.4,1891.6
E01012504,200.7,293.3
E01012505,1103.1,2396.5
E01012507,358.8,1146.6
E01012509,1617.2,2122.9
E01012510,11.5,405.3
E01012511,24.0,1613.7
E01012513,55.2,54.3
E01012514,553.1,678.1
E01012515,1025.2,1953.3
E01012516,814.9,942.1
E01012517,2240.7,2112.7
E01012518,1166.7,1147.2
E01012519,1123.4,1121.4
E01012528,396.9,396.9
E01012530,10471.0,6951.6
E01012540,9.2,8.8
E01012543,7.9,256.9
E01012544,756.3,1927.8
E01012548,15.8,516.2
E01012552,389.3,535.5
E01012553,164.2,888.8
E01012556,492.3,1446.0
E01012561,1291.9,1711.0
E01012562,520.0,7975.3
E01012563,1082.9,3814.6
E01012564,3779.9,4076.0
E01012565,2530.8,6365.5
E01012566,1069.9,3751.7
E01012567,4115.3,8325.0
E01012568,2504.8,9421.9
E01012569,1650.8,2408.3
E01012570,2635.3,3093.6
E01012584,4669.7,5239.3
E01012595,17.4,1422.2
E01012606,149.4,1046.7
E01012607,394.8,1372.6
E01012611,698.2,1127.5
E01012618,0.5,650.9
E01012624,28.3,1295.9
E01012625,51.6,1086.2
E01012628,12392.5,16517.7
E01012629,188.9,500.3
E01012643,209.3,763.0
E01012644,500.2,570.2
E01012655,146.2,703.9
E01012656,42.6,322.8
E01012666,710.0,1426.0
E01012669,1095.9,2206.0
E01012671,1419.3,1556.3
E01012681,1098.2,1682.0
E01012716,985.5,2155.7
E01012727,1050.5,2127.6
E01012736,891.2,1920.8
E01012748,1404.5,2383.3
E01012752,1613.7,1698.9
E01012756,252.7,254.9
E01012757,43.7,427.5
E01012758,233.6,335.6
E01012760,49.3,164.5
E01012761,524.5,590.1
E01012763,247.0,813.6
E01012764,17.0,12.6
E01012765,355.8,390.5
E01012766,1082.5,1133.3
E01012767,96.4,269.3
E01012768,408.7,907.8
E01012769,111.8,55.6
E01012770,654.7,650.6
E01012771,286.8,226.7
E01012772,1881.6,1570.7
E01012773,622.4,620.0
E01012774,253.5,535.8
E01012776,745.5,792.2
E01012777,1537.9,1542.7
E01012778,405.9,0
E01012780,224.2,222.5
E01012782,648.1,853.1
E01012786,991.2,1111.2
E01012787,472.2,475.3
E01012788,633.7,1095.9
E01012789,192.2,195.7
E01012790,1.8,1.8
E01012791,1265.9,1352.5
E01012792,384.9,648.1
E01012793,965.7,970.3
E01012794,1668.8,1682.8
E01012795,1473.4,1477.5
E01012796,29.6,40.0
E01012797,53.4,49.7
E01012798,11.3,423.8
E01012800,153.8,153.2
E01012801,530.4,1261.7
E01012803,7.0,0.2
E01012804,1745.5,1789.7
E01012805,252.1,253.1
E01012806,1492.3,2150.5
E01012807,5.7,7.3
E01012808,19.9,19.9
E01012809,2308.3,2755.3
E01012810,242.1,1868.2
E01012811,819.4,901.1
E01012812,5.6,2.9
E01012813,1665.3,1718.2
E01012814,227.3,227.5
E01012815,899.3,982.5
E01012816,3890.0,5847.0
E01012817,5241.7,5235.8
E01012818,1303.4,1476.2
E01012819,120.4,120.4
E01012820,102.3,101.9
E01012822,76.1,40.1
E01012825,9.4,378.1
E01012827,66.7,794.2
E01012829,2574.8,2859.6
E01012832,607.1,774.1
E01012835,50.3,63.3
E01012836,418.7,457.4
E01012841,62.9,59.0
E01012843,2497.1,3341.5
E01012844,56.5,487.9
E01012845,8.4,316.0
E01012846,399.9,366.4
E01012847,364.8,679.1
E01012848,1799.4,8700.7
E01012850,48.0,61.9
E01012851,1046.2,1559.8
E01012852,97.4,99.3
E01012854,15.1,1648.9
E01012855,363.7,571.4
E01012856,778.1,757.0
E01012857,321.3,460.1
E01012858,1312.5,1320.1
E01012859,1169.8,1218.2
E01012860,1165.9,1512.1
E01012862,39.9,50.8
E01012863,32.5,55.6
E01012865,21.1,0
E01012866,19.2,58.0
E01012867,1518.5,1618.8
E01012868,22.8,0
E01012869,271.2,15.5
E01012870,98.2,26.4
E01012871,747.4,698.8
E01012873,193.9,199.3
E01012874,282.1,275.0
E01012875,623.3,645.0
E01012878,703.5,715.5
E01012880,809.4,856.9
E01012881,997.7,1049.3
E01012882,1967.0,2274.1
E01012883,1632.4,1553.2
E01012884,466.0,745.2
E01012886,1751.8,1946.7
E01012887,292.5,290.3
E01012888,1261.9,1354.1
E01012889,3783.6,3939.1
E01012891,323.4,573.1
E01012892,126.4,160.4
E01012893,74.9,64.9
E01012894,1283.6,1308.3
E01012895,1791.8,1838.3
E01012896,458.4,501.1
E01012897,705.6,1338.8
E01012898,6.2,36.7
E01012899,296.2,296.3
E01012901,21.7,21.7
E01012904,189.8,291.9
E01012905,851.8,1232.2
E01012906,1372.7,2354.0
E01012907,1272.3,1414.3
E01012908,874.4,905.1
E01012909,157.2,101.6
E01012910,7.7,6.9
E01012911,88.8,120.0
E01012912,894.3,935.2
E01012913,330.8,198.4
E01012914,1648.6,2041.4
E01012915,127.7,126.9
E01012916,0.7,3.2
E01012918,10.5,9.3
E01012919,4680.9,6030.9
E01012920,835.3,1974.1
E01012921,1098.5,1141.5
E01012923,4782.5,15795.0
E01012924,824.8,4167.9
E01012925,6592.2,1626.0
E01012927,3186.0,1191.5
E01012935,1021.0,1018.0
E01012936,1096.3,1097.3
E01012938,677.3,680.0
E01012942,1953.6,2259.7
E01012944,126.9,132.1
E01012945,23.4,30.2
E01012946,100.8,317.0
E01012948,152.5,155.3
